iter	Logloss
573	0.2970462724
574	0.2970271111
575	0.297009078
576	0.2969844246
577	0.2969631614
578	0.2969384091
579	0.2969267117
580	0.2968974204
581	0.2968819253
582	0.2968636343
583	0.2968368874
584	0.2968167248
585	0.2967962217
586	0.2967793442
587	0.2967554741
588	0.2967447711
589	0.2967209581
590	0.2966979251
591	0.2966803941
592	0.2966591
593	0.2966418907
594	0.296620757
595	0.2966027804
596	0.2965730011
597	0.2965540896
598	0.2965308575
599	0.2965058555
600	0.2964930522
601	0.2964638857
602	0.2964412271
603	0.296416211
604	0.2964019125
605	0.2963795907
606	0.296363015
607	0.2963440525
608	0.2963285715
609	0.2963059935
610	0.2962844155
611	0.2962597817
612	0.2962403398
613	0.2962194453
614	0.2961975975
615	0.2961788317
616	0.2961561019
617	0.2961359508
618	0.2961115209
619	0.2960840422
620	0.2960583015
621	0.2960296113
622	0.2960111197
623	0.2959963907
624	0.2959726197
625	0.2959528065
626	0.2959290571
627	0.2959101638
628	0.29589839
629	0.2958774252
630	0.295852959
631	0.2958364573
632	0.2958206172
633	0.2958042538
634	0.2957757042
635	0.2957510234
636	0.2957326856
637	0.2957166224
638	0.2956879642
639	0.2956689095
640	0.2956480201
641	0.2956253755
642	0.2956020118
643	0.2955837476
644	0.2955667913
645	0.2955521064
646	0.2955293784
647	0.2955120777
648	0.2954900782
649	0.2954735237
650	0.2954623803
651	0.2954524988
652	0.2954187821
653	0.2954006808
654	0.2953772331
655	0.2953595611
656	0.2953389079
657	0.2953210683
658	0.2953026392
659	0.2952840039
660	0.2952556412
661	0.295241676
662	0.2952280065
663	0.2952172193
664	0.2951997988
665	0.2951793068
666	0.2951600856
667	0.2951402688
668	0.2951139876
669	0.2950907663
670	0.295066772
671	0.2950463544
672	0.2950325134
673	0.2950160384
674	0.2949995948
675	0.2949813794
676	0.2949685147
677	0.2949470294
678	0.2949306803
679	0.2949079124
680	0.2948888239
681	0.2948726724
682	0.2948554544
683	0.2948425562
684	0.2948408764
685	0.2948202998
686	0.2948038241
687	0.2947886091
688	0.2947716935
689	0.2947423981
690	0.2947405439
691	0.2947078005
692	0.2946944301
693	0.2946815425
694	0.2946650828
695	0.2946579436
696	0.2946308595
697	0.2946146122
698	0.2945936287
699	0.2945725823
700	0.2945468195
701	0.2945258876
702	0.294501932
703	0.2944799862
704	0.2944604614
705	0.2944368279
706	0.294424278
707	0.2944007349
708	0.2943817342
709	0.2943644357
710	0.2943444977
711	0.29431585
712	0.2942957303
713	0.2942772997
714	0.294262948
715	0.2942480689
716	0.2942302899
717	0.2942121686
718	0.294198053
719	0.2941709196
720	0.2941544525
721	0.2941362744
722	0.294113919
723	0.2940969648
724	0.2940793177
725	0.2940624187
726	0.2940428811
727	0.2940313547
728	0.2940301871
729	0.2940107162
730	0.2940008625
731	0.2939784791
732	0.2939562101
733	0.2939382168
734	0.2939200697
735	0.2938954551
736	0.2938770269
737	0.2938626412
738	0.2938512604
739	0.2938280213
740	0.2938075559
741	0.2937815826
742	0.2937651259
743	0.2937469477
744	0.2937252655
745	0.2937058572
746	0.2937051564
747	0.2936875063
748	0.2936653188
749	0.2936475103
750	0.2936203082
751	0.2936084441
752	0.2935868243
753	0.2935695029
754	0.2935522532
755	0.293535219
756	0.2935220627
757	0.293507388
758	0.2935051859
759	0.293482813
760	0.2934630769
761	0.2934564272
762	0.2934302499
763	0.2934084728
764	0.2933858718
765	0.2933655797
766	0.2933387924
767	0.2933122391
768	0.2932897842
769	0.2932711196
770	0.2932679099
771	0.293251681
772	0.2932331235
773	0.2932065263
774	0.2931830565
775	0.2931778024
776	0.2931472039
777	0.2931270419
778	0.293122591
779	0.2931005645
780	0.2930840168
781	0.2930732525
782	0.2930557606
783	0.2930302722
784	0.2930048046
785	0.2929851034
786	0.292974523
787	0.2929542333
788	0.2929542095
789	0.2929362337
790	0.2929137782
791	0.2928928473
792	0.2928822695
793	0.2928659418
794	0.2928428433
795	0.2928216081
796	0.2928085402
797	0.2927906207
798	0.2927742839
799	0.2927634459
800	0.2927492825
801	0.2927207915
802	0.2927014286
803	0.2926731084
804	0.2926544781
805	0.2926358176
806	0.292617642
807	0.2926033913
808	0.2925747689
809	0.2925554221
810	0.2925364491
811	0.2925178101
812	0.2924913008
813	0.2924709825
814	0.2924591875
815	0.2924393859
816	0.2924197164
817	0.2923968688
818	0.292379335
819	0.2923660343
820	0.2923446561
821	0.2923288976
822	0.2923087894
823	0.292284945
824	0.2922838604
825	0.2922540745
826	0.2922339863
827	0.2922160556
828	0.2921927573
829	0.2921725059
830	0.2921579603
831	0.2921371516
832	0.2921133717
833	0.2920831287
834	0.2920665329
835	0.2920429982
836	0.2920252217
837	0.2920014107
838	0.2919803477
839	0.2919587164
840	0.2919371818
841	0.2919141281
842	0.2918934421
843	0.2918690725
844	0.2918431661
845	0.2918282492
846	0.2918141141
847	0.2917919706
848	0.2917638381
849	0.2917438231
850	0.2917267328
851	0.2917091308
852	0.2916884789
853	0.2916636245
854	0.2916487034
855	0.2916284709
856	0.2916083763
857	0.2915809947
858	0.2915625305
859	0.2915449279
860	0.2915244009
861	0.2915015355
862	0.2914866395
863	0.2914631939
864	0.2914443954
865	0.291427574
866	0.2914093272
867	0.2913892675
868	0.2913651592
869	0.2913412556
870	0.2913132302
871	0.2912922285
872	0.291278835
873	0.2912581666
874	0.2912334419
875	0.2912055677
876	0.2912044172
877	0.2911838502
878	0.2911568376
879	0.2911290928
880	0.2911092377
881	0.2910900644
882	0.2910752566
883	0.2910571553
884	0.291033142
885	0.2910063842
886	0.290987692
887	0.2909708144
888	0.2909573015
889	0.2909321704
890	0.2909160121
891	0.2908920102
892	0.2908652001
893	0.2908512313
894	0.2908332221
895	0.2908168214
896	0.29079894
897	0.2907823044
898	0.2907695193
899	0.2907424245
900	0.2907243947
901	0.2907072172
902	0.2906878094
903	0.2906658897
904	0.2906505284
905	0.2906343949
906	0.2906146078
907	0.2906044764
908	0.2905882783
909	0.290564307
910	0.290544355
911	0.2905201495
912	0.2904994797
913	0.2904740531
914	0.290451436
915	0.2904335405
916	0.2904165386
917	0.2903880387
918	0.2903692071
919	0.2903508818
920	0.2903360189
921	0.2903079337
922	0.2902960379
923	0.2902783585
924	0.2902558129
925	0.2902445037
926	0.2902274209
927	0.2902089296
928	0.2901889035
929	0.2901721947
930	0.2901456659
931	0.2901330445
932	0.2901140617
933	0.2900938554
934	0.2900694699
935	0.2900547996
936	0.2900364581
937	0.2900200803
